cb_org_id,description
165b3b18-18fc-4075-8144-ad5bc10af571,"At Nostos Genomics, we partner with genetic testing labs to give more people with genetic diseases a clear and fast diagnosis. To achieve this, we developed a platform that leverages a unique combination of machine learning and synthetic biology."
160eca7b-f12d-4d4d-8439-348fcbe56188,"Hypros is the world's leading high-tech enterprise in precision medical and genetic big data. The company is committed to integrating cutting-edge emerging technologies such as liquid biopsy, gene sequencing, artificial intelligence, and big data. It focuses on the whole process of diagnosis and treatment of cancer patients, and is determined to use technology to improve the quality of life and make every life healthy for 120 years.  Hypros has completed the multi-center globalization of Shenzhen R&D Headquarters, Third-Party Medical Laboratory, GMP Production Workshop, US R&D Center, Hypus Genome Center and Shangrao International Precision Medical Health Industrial Park. The company invested hundreds of millions of dollars to introduce the world's most advanced Illumina NovaSeq6000, HiSeq X Ten, NextSeq500/550 series sequencing platform and digital PCR platform, successfully built the world's top genetic testing center. At present, the company's sequencing throughput is the second in the world, and the output of tumor gene data ranks in the forefront of the country. The business covers 300+ top three hospitals in more than 30 provinces."
21d92d2a-a36b-4673-aa00-a2a6a2798831,"C2i Genomics provides cloud-based cancer diagnostic services to pharmaceutical and diagnostic organizations. The cancer intelligence company is developing a platform that can perform whole-genome sequencing using only 2 milliliters of blood. Its ultra-sensitive liquid biopsy assay allows physicians to monitor patient treatment response and detect treatment failure or disease recurrence months and potentially years earlier than current monitoring methods. C2i’s cancer diagnostics service uses artificial intelligence pattern recognition and the whole-genome analysis to spot trace amounts of cancer much quicker, in about a week, to inform better treatment decisions and ultimately save lives. The company aims to help patients avoid unnecessary overtreatment with toxic chemotherapy or radiation, as well as to prevent them from going without treatment while cancer quietly grows and metastasizes. In 2019, Boris Oklander, Asaf Zviran, and Ezra Sofer established the company in New York, New York."
d7204322-2e3a-413d-9879-ad3079821d0d,"Genomenal is a genomic data management platform. It was developed due to collaboration of medical geneticists and bioinformatics scientists. NGS Wizard application is a main part of Genomenal, it represents a scalable pipeline for massive genomic data analysis. It simplifies data processing for bioinformatics scientists and researchers substantially -- just upload the files and check the results at the completion. After uploading user’s data an application starts the analysis process automatically and does not require any user interaction. All stages from quality control and cleanup of sequencing data, mapping on human genome, annotation to filtration and prioritization are automated. NGS Wizard is an easy to use application, it saves your time and simplifies data processing."
0138012c-4472-bfc5-6003-934c6c1b13ed,"SOPHiA GENETICS is a healthcare technology company dedicated to establishing the practice of data-driven medicine as the standard of care and for life sciences research. It is the creator of the SOPHiA DDM™ Platform, a cloud-based SaaS platform capable of analyzing data and generating insights from complex multimodal data sets and different diagnostic modalities. The SOPHiA DDM™ Platform and related solutions, products and services are currently used by more than 780 hospital, laboratory and biopharma institutions globally."
00825240-51f5-05c4-3285-7276e35f4e0a,Micar Innovation is a drug discovery factory. The company has found a niche where it is able to create a large societal impact by improving the quality of life through discovery novel blockbuster drug molecules for a large class of diseases (Pipeline).
1942c9e5-c80a-42f7-84b3-37c60585b16e,"Majecules is a research-based start-up in the field of computational molecular biosciences with focus on Drug Discovery and Bioinformatics, serving pharmaceutical, biotechnology and academic entities on the individual and institutional level. Majecules bridges the gap between education, research and industry by providing contract research services in Computer-Aided Drug Design (CADD), Genomic data science, computational chemistry and their related fields. Besides, our team of researchers alongside with our interdisciplinary network of partners cooperate in various research projects in order to reduce time, cost and effort of translating publication-level research to patents, prototypes and products. Furthermore, we will launch the first research incubator program to connect young researchers with suitable academic PIs (principle investigator) to promote collaborative research in Egypt and the MENA region. Also, we develop user-friendly software solutions designed to upgrade and complement open- source software utilized by researchers and experts in the field. Finally, Majecules offers smart educational courseware which provides the user with interactive and personalized research-based education, in additon to a series of training courses & practical workshops to educate and raise the societal awareness in Egypt and the MENA region."
6c92ae39-50ff-378e-89c0-7cd1bd79b634,"Engender has developed a proprietary process to separate X (female) and Y (male) bearing bull sperm cells, enabling dairy farmers to accelerate genetic gain and improve productivity. Engender has secured scientific and laboratory facilities from one of the world’s largest AI companies in exchange for an option for it to non-exclusively license Engender’s technology."
f1162f67-f131-4af5-979e-4aeb360f1ad1,"Dimitra is a global Agtech company with a mission to help smallholder farmers across the world.  Dimitra works with governments, farming cooperatives, ag corps, NGOs, and for-profit organizations. The Dimitra platform is built on blockchain technology and incorporates mobile technology, machine learning, IoT devices, satellite and drone imagery, genomics, and advanced farming research.  Through our data-driven approach, Dimitra helps farmers increase yield, reduce expenses, and mitigate risk.  Dimitra believes that every smallholder farmer should, benefit from simple, beautiful, and useful technology regardless of economic standing."
4bfa0df9-c3c2-1eb6-acd9-e64946284dbf,"Lantern Pharma, Inc. is a clinical stage pharmaceutical company developing new classes of precision cancer drugs with novel mechanisms of action. Lantern also rescues and revitalizes abandoned or failed cancer drugs using machine learning techniques, genomic data and precision oncology trials. Lantern Pharma recognizes that the high cost and low success rates in oncology drug development largely stem from the inability to appropriately stratify patient populations prior to enrollment, and also from the inability to fully elucidate mechanisms of action that can suggest potent therapy combinations. Our approach, which  leverages our RADR™ platform helps to provide rapid, meaningful insight to both of these central problems in oncology. Lantern is focused on accelerating personalized cancer therapy development through the use of AI and genomic-based patient stratification."
791b3ff7-2949-4694-b585-fc958f24aec7,"Ordr develops an AI-based systems control engine for the hyper-connected enterprise. Ordr's control engine is a purpose-built solution to fully map the device flow genome at massive scale, using machine learning to continuously inspect, classify, and baseline the behavior of every device. Its software architecture is unique in its ability to process enormous quantities of data in real-time, using AI to provide closed loop security, generating policies for each class of device and implementing those policies through the organization’s existing multi-vendor network and security infrastructure. Ordr was founded on 2015 and is headquartered in Santa Clara, California."
72b426e2-e050-4633-a7ae-082e6996e1b7,"BROTMAN BATY INSTITUTE focuses on basic and applied research in genomics, bioinformatics, and data science to diagnose and cure disease. The Institute was founded in 2017 by philanthropic sponsors Jeff and Susan Brotman, and Dan and Pam Baty in collaboration with UW Medicine, The Fred Hutchinson Cancer Research Center, and Seattle Children’s. The Institute led by Dr. Jay Shendure was formed to accelerate both the basic sciences of precision medicine and the delivery of benefits to patients. The Institute organizes world-renowned investigators in genomics, bioinformatics and data science to share centralized platforms of advanced technologies and equipment in a uniquely collaborative manner. The Institute's aim is to develop insights and knowledge that will more precisely diagnose and treat people with cancer, rare childhood diseases, Alzheimer’s, and other conditions."
ef4b1951-17b8-41d5-b481-8097a365af4f,"Decacorn is a Singapore domiciled cross-border venture capital fund which curates high impact, globally relevant businesses that have rapid adoption curve and use technology as a defensible moat; businesses that have crossed an inflection point and are led by resourceful founders with a mission to disrupt large market opportunities, either existing or newly enabled, with the aim to make our planet shades better than what we inherited from our parents. We invest in tech-led disruptive innovations from key startup destinations, Singapore, Israel, USA, Estonia, etc., enabling us to benchmark best-in-class mix of technologies and proven business models for high-quality curation that generates superior alpha. Decacorn believes that technology investing involves curating companies that harness key technologies of our time, namely: Robotics & Automation,  Genomics, Energy & Storage, AI & Deep Learning, Blockchain, and Cloud & Edge Computing. We Invest across the spectrum from bootstrapped to growth stage by executing a carefully crafted bar-belled strategy in order to balance the risk with rewards while generating exit opportunities at frequent intervals. In just over 3 years, Decacorn has made two dozen investments and has clocked 5 exits.  Some of Decacorn’s early investments have become unicorns while a few others currently in the mid-stage are expected to join the unicorn club in their next financing round."
de5d31a2-b315-64df-4e68-423d684abeef,"Since 1970, we take as granted that the only possible indexation methodology is the B-Tree. While it's the oldest thing in computing, or even the foundation of it, it's becoming our biggest problem nowadays.  The problem is something mentioned 45 years ago by the 2 inventors; ''The cost of processing a find operation grows as the logarithm of the file size.''   Currently, we are generating 10x more data, but still use a mathematical formula that doesn't make sense anymore. We can't build the future on something that the cost is exponential.  This is why SanDB is the first database in the world using a new indexation methodology which is not impacted by the file size. This property invention redefine everything we know about computing and even beyond. For the first time ever, you can go across exabytes of data at the same speed you will on 10 GB of data. Our methodology will never be impacted by the amount of data."
9a4b9f94-d50b-422d-9ef8-62a362d06ecd,"Parabricks provides high performance genomic analysis that can analyze whole human genome under an hour compared to days. Using state-of-the-art GPU acceleration and machine learning, users can significantly increase the throughput of their centers. By providing patient treatment based on their genomic variations, such personalized treatment will transform healthcare practices.  "
5548dc34-bd91-40db-a874-e88774d3eedf,"Brogent International is a genomics and bioinformatics healthcare company that pioneers in bioinformatics and artificial intelligence. It harnesses the power of the human genome and other real-world health data to deliver precision medicine. The company's bioinformatics and AI experts specialize in advanced data analytics to determine personalized therapies and develop accelerated discovery pathways. Brogent International was founded in 2017 and is headquartered in New York, NY, United States."
6d866e95-d565-470d-a5ed-c11c4ce5dab8,Genomics| Blockchain| AI
d8c26247-8e62-4e16-9b35-395b4dad74ab,"Over the past couple of decades, the exponential progress of sequencing technologies has allowed an increasing number of cancer patients to benefit from precision oncology. However, the aggregation, analysis, and visualization of the massive amounts of genomic data remain a major challenge for precision oncology expansion. The Epigene Labs technology platform enables cancer drug hunters to seamlessly leverage advanced artificial intelligence in transforming genomic data into actionable insights for designing precision oncology approaches. With R&D in Paris and business development in Boston, Epigene Labs operates in the setting of value-based partnerships with world leading cancer centers and high-profile biotechs."
7f26d662-2fec-4a1b-a3fd-bbead0153391,"WASAI Technology is a big data acceleration platform that accelerates system architecture and infrastructure. It delivers expert patented solutions to problems for large data centers with high quality and performance. It focuses on FPGA accelerators for Hadoop, Spark, Hive, and DNA sequencing algorithms. WASAI Technology creates highly competitive and unique products to meet the customers’ needs. WASAI Technology was founded on 2015 and is headquartered in Taipei, Taiwan."
3f512b86-541a-4f4c-b867-b2131e20a251,"GenomeSmart is a Machine Learning based genetic risk assessment platform. Based on a person’s profile the recommendation engine generates a personalized report matching them to the right type of genetic tests and gives other relevant details. It also serves as an education platform simplifying the understanding of genetic testing for all. Initially launched with a focus on hereditary cancers and reproductive genetics we have a big roadmap. We assist people by serving them through Hospital systems, Genetic testing labs, Insurance companies and Enterprises. Our whole focus is on prevention, thus catching things early and educating people about the value of genetic testing."
34260766-e52c-4f6c-91ec-927efb924527,"AI Genetics provides AI-based genomic testing for DNA analytics, lab testing, as well as provision of DNA collection kits."
1e29de82-e8cc-4ab2-9338-3c8ff9b77702,Pre-clinical RNAi drug discovery research startup using a proprietary multi-wheel AI research platform to identify synthetic RNAi molecules as drug targets for inflammation and pain.
d6e30ff0-e3cd-4fb8-94bd-384e2a76474b,"VastBiome is a biotechnology company that mines microbiome drugs to treat cancer and autoimmune disease. The company employs its proprietary methods in genomic sequencing, artificial intelligence, and synthetic biology to discover biomarkers and therapeutics for challenging immunologic disorders. It offers a platform that aims to aggregate public and private data in order to generate a microbiome database and leverages analytical processes to discover connections between distinct and biologically related data in order to increase statistical power and drive discovery. In addition, the platform can be used to identify novel biomarkers to risk-stratify patients and predict clinical outcomes. It was co-founded by Peter McCaffrey, Kovi Bessoff, Ayin Vala, and Kareem Barghouti in Millbrae, California in 2018."
0ac9d700-e695-43d2-a95a-b9ca19917353,"Deepcell offers AI-powered imaging and microfluidics platform that identifies and isolates viable cells based on morphological distinctions for use in translational research, diagnostic testing, and therapeutics. It is spun out of Stanford University in 2017 and is based in Menlo Park, California. The company has created unique, microfluidics-based technology that uses continuously learning AI to classify cells based on detailed visual features and sort them without inherent bias."
a5ef31df-dfe1-21c3-92a8-af0632c400c4,"Headquartered at UC Berkeley, the CITRIS Foundry accelerator supports entrepreneurs who are working to commercialize cutting-edge technology within their scientific field. Our founders are scientists, engineers, builders, and hackers from top-tier research universities."
51f6b1ca-6969-4617-b577-ee3e7c74b06a,"Hygea Precision Medicine is a culture of collaboration and innovation working on advanced technology that strives to improve healthcare. The company develops a software platform that enables providers to personalize patient care through genetic testing and empowers patients to take an active role in their healthcare. Hygea Precision Medicine's mission is to empower providers and patients to integrate precision medicine into better healthcare by providing an intuitive software system that combines clinical guidance, genomic knowledge, and machine learning driven optimization to manage, store, visualize, and share genomic data and test results."
c7990632-42c5-4a00-83d6-3c6c943cc92d,"Sema4 is a patient-centered health intelligence company dedicated to advancing healthcare through data-driven insights. Sema4 is transforming healthcare by applying AI and machine learning to multidimensional, longitudinal clinical and genomic data to build dynamic models of human health and defining optimal, individualized health trajectories. Centrellis™, our innovative health intelligence platform, is enabling us to generate a more complete understanding of disease and wellness and to provide science-driven solutions to the most pressing medical needs. Sema4 believes that patients should be treated as partners, and that data should be shared for the benefit of all."
593ac749-5b9b-07f0-0e0e-0f74f070edbc,"FDNA develops facial dysmorphology novel analysis technology solutions for healthcare professionals. It offers a genetic search and reference tool called Face2Gene that facilitates detection of facial dysmorphic features and recognizable patterns of human malformations from a facial photo to present a list of matching syndromes with up-to-date references.  FDNA's solution enables users to upload photos, search and review genetic resources, and analyze results and offers customized reports and visualization tools. Lior Wolf and Moti Shniberg founded it in 2011, with its headquarters in Boston in Massachusetts."
991786ec-9b2d-5ed8-7bbc-33f82f1de8ca,GERO is an AI Drug Discovery company created to solve chronic diseases
837c9315-9d67-782e-e62b-e4b61c80d612,"Desktop Genetics is an international biotechnology company established in 2012 to help researchers discover and treat the root genetic causes of human disease. Today, Desktop Genetics is a recognised leader in genome editing technology, staffed by dedicated team of genome editing experts, bioinformaticians and data scientists, driven by the real-world impact of CRISPR technology. They have invested four years developing their core technology, DESKGEN AI, trained on the largest database of genome editing data in the world. DESKGEN AI powers their flagship DESKGEN CRISPR Library product range, which enables the work of their pharma, biotech and academic customers working in drug discovery and functional genomics.  Desktop Genetics' tools and technologies are used by over 1800 organisations all over the world, and their projects contribute directly to several key partnerships to bring CRISPR into the clinic. The company has received awards from Fast Company, Kairos 50 and SxSW Interactive."
f945a2ab-f89a-4b41-9c9a-322d77ccaceb,A platform that leverages AI technologies to help individuals manage and prevent chronic diseases
5c9b231c-315c-4bbc-a6c1-509ec6bb1650,"enoLogica’s platform combines biology, robotics, cloud computing, data science and machine learning to offer new tools for quantitative cell biology. We will bring current cell functional analysis methods up to the performance of modern genomics by decreasing costs by 95% and increasing speed by 10x."
2c3e6e1f-48a0-4e49-835b-05ab777587c7,"Intelliseq is a genome informatics company established in 2014 by a group of scientists fascinated with pharmacogenomics and transcriptomics. Its aim is to support whole genome scientific research and genetic diagnosis process. The company consists of an interdisciplinary team of experts in the field of genomics, molecular biology, bioinformatics, and software development. Intelliseq is focused on the development of novel algorithms and bioinformatic tools devoted to interpretation of human DNA sequence. Team created a platform analyzing human genome for precision medicine. Now, Intelliseq is quickly growing to fill a void in a translation of genetics knowledge also into the products market. In 2017, the company introduced to the US market its first mobile application for genetics, MyTraits Sport. The future of Intelliseq solutions is heading in the direction of AI based mobile applications able to predict personalized risk and support treatment decisions. "
e36304be-28a1-4bbe-81b0-989e1a3189a6,"Precidiag, Inc. employs a proprietary discovery platform to develop targeted therapeutics and companion diagnostics for a variety of diseases and disorders. Precidiag’s novel approach utilizes genomic and functional analyses of human gut microbiota, machine learning, and artificial intelligence technologies to determine and exploit the gut microbiome’s role in the cause and/or progression of certain diseases. The company currently has two areas of therapeutic focus:  1. Ulcerative Colitis (UC) A first-in-class oral therapeutic targeting a cause of this disease. A companion diagnostic profiles patients for prospective treatment, ensuring increased responsiveness and better outcomes. There is no cure for UC and significant unmet needs in the treatment of UC. a substantial percentage of patients who respond to a therapy will lose this response over time. More than 40% of patients with moderate to severe ulcerative colitis do not reach remission with current available therapies. The current standard of care is to treat the symptoms. Precidiag's approach offers to change the paradigm in the treatment of UC - addressing a cause of the disease. 2. Autism Spectrum Disorder (ASD) The World health organization estimates that there are 70 million people with a diagnosis of ASD. Growing insidence rates have been observed around the world. In the US 1 in 54 children will be diagnosed with ASD. In South Korea the rate is 1 in 38 children. There are acute unmet needs in this area. ASD is a behavioral diagnosis and therefore cannot be diagnosed utilizing a medical test. There are no approved therapeutics to address the core symptoms of ASD. Precidiag has, in concert with Massachusetts General Hospital, launched the largest study in the world to study the associations of gut microbiota to the symptoms experienced by individuals with ASD. The company has established associations between gut microbiota and ASD. Our objectives are the development of targeted therapeutics for ASD's core symptoms and common comorbidities experienced by individuals with ASD."
f4be9c46-3f88-4e0e-b8cd-736c54e7a015,"Curadigm Datalytics is a data curation company that empowers discovery and translational researchers with real-time data. The company works with diversified customer segments including, pharma, biotech, academics, manufacturing, automotive, and consumer electronics. It delivers human-curated data for scientific research, genomics, drug discovery; as well as generates high-quality training data for the AI/Machine Learning models. Curadigm Datalytics was founded in Bangalore, Karnataka in 2018."
33697217-6bd9-4831-815c-90a88e75a1a7,"Predictive Fitness is a health and fitness technology company that uses big data, advanced analytics, and artificial intelligence to prescribe and optimize health and fitness activities for individuals based on their individual biometrics, genetics, and activity data. The company's patent-pending algorithms discover key data trends, patterns, and relationships that impact results. It was founded by Jeff Booher, in 2003 Predictive Fitness is based in Southlake, Texas."
d1626b57-ed8c-4030-ab93-fad0f495d652,"Excelera Health is a healthcare platform that uses advanced analytics, AI, and genomic data to predict and improve health outcomes."
2c052dd9-cf36-f674-4c7e-0002b58a8f6a,"The future of infectious disease diagnostics starts at Day Zero. By using whole-genome sequencing (WGS) and our proprietary enabling technologies, Day Zero is creating a new class of sequencing-based in-vitro diagnostics that generates clinically actionable data at scale. Our technologies include novel sample preparation methods enabling unprecedented ultra-high enrichment of pathogen DNA for sequencing directly from clinical samples, machine learning algorithms that provide clinically actionable diagnostic results, and a world-class database of WGS and drug efficacy profiles. Day Zero Diagnostics is on a mission to transform the way infectious disease diagnostics are performed by generating the stream of real-time sequencing data required to change how we track, manage and combat infectious diseases. With an enormous unmet clinical and economic need, we are targeting bloodstream infections and sepsis for our first application. The life expectancy of a patient with septic shock is 24 hours without fast effective antibiotic treatment. However, even when successful, current diagnostics take 2-5 days to identify the pathogen AND provide its antibiotic susceptibility profile. The lack of rapid, accurate, and comprehensive diagnostics, forces physicians to “carpet bomb” patients with severe infections with powerful, yet toxic, broad-spectrum antibiotics, which is not only ineffective in many cases but can also lead to significant morbidity and mortality. Day Zero delivers a complete diagnosis, including both the species and antibiotic resistance profile, in hours vs. days, enabling the physician to use a targeted treatment on day zero of hospital admission and resulting in better patient outcomes and cost savings."
a3a90904-346f-de54-b7bc-fa82d2862672,"Insilico Medicine develops an AI platform for drug development to treat cancer and age-related diseases. It pioneered the applications of the generative adversarial networks (GANs), reinforcement learning, transfer learning, and meta-learning for the generation of novel molecular structures for the diseases with known and unknown targets, and, unlike the other companies in the field, is developing the end-to-end pipeline covering every step of drug discovery, clinical trials analysis, and digital medicine. Insilico Medicine is pursuing internal drug discovery programs in cancer, dermatological diseases, fibrosis, Parkinson's Disease, Alzheimer's Disease, ALS, diabetes, sarcopenia, and aging. Through a partnership with Life Extension, the company launched a range of nutraceutical products, which were compounded using advanced bioinformatics techniques and deep learning approaches. It also provides a range of consumer-facing applications including Young.AI."
34174f65-c4a4-db49-1ed1-c7a12d9155dd,"Verge Genomics transforms drug discovery with artificial intelligence. Verge was founded by a unique combination of the field's top machine learning experts and seasoned neuroscience drug developers. Together, they share the vision that exponential advances in computational genomics combined with new insights into neuroscience has created a breakthrough opportunity to discover drugs that dramatically improve the lives of patients suffering from neurodegenerative disease."
5aa29422-5a44-8e42-98d6-841fa98f5d14,"RowAnalytics is delivering a range of highly innovative data analytics platforms, which power the next generation of precision medicine, IoT and digital health solutions. RowAnalytics’ tools and components allow the delivery of fully personalized solutions for scientists, clinicians, carers and patients in a secure, faster and cost effective manner. We focus on delivering analytical tools that are powerful enough to manage huge, complex datasets, and efficient enough to be deployed across PC, wearable, mobile and embedded devices."
a2df96a5-44b5-4dca-851a-28b730d0acba,"GenomeKey is an award-winning, early-phase company that is exploiting innovative genomic technology and cutting-edge AI machine learning to address critical healthcare challenges."
2050f486-8895-a7fc-20e6-d011d1cbfe95,"Enthought transforms the business of science with artificial intelligence. When hard science is mission critical, we’ll help you win in an AI-powered world. Discover What Matters Shape AI strategies to solve hard science. Make just-right investments to transform business-critical chemistry, physics, biology, and beyond. Unlock Hidden Value Turn scientific data into on-target business insights. We help you integrate and interact with masses of data to ask the right questions and unlock the best opportunities. Solve Really Hard Problems Go beyond brainpower to tackle problems that seem out of reach. From analyzing the Earth’s crust to mapping the human genome, speed ahead with AI attuned to the most challenging scientific requirements. Optimize Your People Spur innovation by teaching your best thinkers to command AI. Free scientists and engineers up to ask the right questions, expand the field of inquiry, and make intuitive leaps. At Enthought, we believe we're smarter together. Let's empower your best thinkers to move faster and discover more."
7e4f6f27-f31f-4e8b-919a-c90ab2a778f5,"Immunai is a biotech company that combines single-cell genomics with ML algorithms to enable high-resolution profiling of the immune system. Immunai's mission is to map the entire immune system and its functions using single-cell genomics and machine learning. Immunai leverages single-cell technologies to profile cells from a blood sample, and uses machine-learning algorithms (powered by its proprietary database) to map the hundreds of cell types and their states to create an immune profile. They work on biomarker discovery and insights that identify how a cell responds to its changing environment. The company is located in New York City, San Francisco, and Tel Aviv, Israel."
c439ff57-523a-4dbb-b353-3c49ebf49414,"Diversity Arrays Technology Pty. Ltd. offers generic and genotyping technology products and services such as genome profiling, genetic id typing, statistical analysis, breeding/crop performance evaluation, associated resources, DNA sequencing, data analytics, genomics, biosecurity, machine learning, breeding, farming, ecology, agriculture, data, and breeding software."
335d7377-88f1-acc9-586b-92afcbc0487e,"Biomatters creates applications for omics analysis. Our WebApp Development Group builds production quality, public- and private cloud based responsive web applications to deliver the highest usability and visualized insight for applied genomics workflows. By collaborating with clinical and molecular diagnostics developers, we build the platforms that crunch their data and deliver results reports to their customers. We turn genomic research workflows into production-ready, regulatory-compliant diagnostic pipelines. Geneious, our desktop app for research biologists, features tools for DNA/RNA/protein sequence analysis, data management, database searching, and publication-quality image generation. Geneious is used by university, government, and medical research labs worldwide in disciplines such as agricultural genomics, evolutionary biology, biofuels, synthetic biology, microbiology, virology, and next-gen sequence analysis."
081785db-57aa-02a2-d7bc-b691c7b7592e,"Athleticode provides personalized genetic testing to athletes. Athleticode tests for unique DNA Codes associated with major sports injuries such as ACL rupture and sport concussion. Through its Player Report, Athleticode combines this information with personalized pre-habilitation training exercises and other personalized strategies to help athletes reduce sport injury risk and enhance performance."
228897f7-d6f9-484c-9581-4c4ed8f27039,"EvokAI is a MedTech AI-powered company dedicated to the development of transformational and innovative technologies for the modern healthcare sector. It deploys machine learning models to search medical data and uncover insights to help improve health outcomes, patient experiences, drug development, preclinical and clinical decisions and provide more accurate diagnoses. EvokAI tailors its AI algorithms across the whole healthcare system, from hospitals, private clinics, research institutions, pharmaceutical companies, and contract research organizations, to medical professionals, patients, and healthy individuals aiming at preventing any kind of disease and beyond, protecting the aging genome."
204c9e8a-728d-de44-e190-7d40d0b29054,"Bina Technologies is accelerating the future of personalized, data-driven healthcare. Mission:- They are redefining the future of medicine. Join us to change the world! Description:- They build high performance data analysis solutions that dramatically reduce the time, cost and complexity of creating knowledge from data."
ae020f38-6367-474b-a755-5eaf190e1f7a,"XLabs builds AI to amplify humans. We build meaningful futuristic moonshots powered by artificial intelligence, quantum computing and neurotech. Each of our breakthroughs cascade on top of a core meta-learning AI. An evolution on Silicon Valley’s past models, we use next-gen technologies to change 3 future slices of the world: culture, genetics and the internet."
